Description,Amino Acids,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
OVEJ920105,15,0.074,0.01,0.023,0.016,0.011,0.039,0.017,0.009,0.015,0.007,0.016,0.103,0.02,0.013,0.0,0.45,0.111,0.017,0.005,0.004,0.052
OVEJ920105,16,0.044,0.006,0.012,0.0,0.006,0.018,0.006,0.015,0.015,0.009,0.025,0.024,0.025,0.005,0.008,0.081,0.504,0.025,0.002,0.005,0.034
OVEJ920105,17,0.116,0.001,0.012,0.053,0.073,0.015,0.054,0.205,0.0,0.134,0.118,0.033,0.031,0.027,0.015,0.043,0.079,0.476,0.014,0.047,0.082
OVEJ920105,18,0.006,0.003,0.007,0.0,0.024,0.001,0.011,0.011,0.0,0.009,0.013,0.003,0.0,0.005,0.0,0.003,0.001,0.005,0.731,0.031,0.0
OVEJ920105,19,0.015,0.001,0.005,0.0,0.071,0.006,0.034,0.021,0.029,0.013,0.023,0.024,0.007,0.008,0.0,0.014,0.012,0.017,0.037,0.561,0.009
OVEJ920105,20,0.013,0.002,0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.002,0.003,0.006,0.0,0.003,0.0,0.008,0.007,0.003,0.0,0.004,0.547
OVEJ920105,21,0.006,0.01,0.012,0.005,0.007,0.013,0.006,0.011,0.074,0.01,0.009,0.018,0.016,0.0,0.0,0.011,0.018,0.016,0.002,0.012,0.017
LINK010101,0,0.441,0.03,0.02,0.033,0.0,0.029,0.045,0.064,0.011,0.021,0.043,0.032,0.01,0.015,0.029,0.069,0.041,0.003,0.009,0.055,0.0
LINK010101,1,0.034,0.519,0.026,0.012,0.001,0.047,0.033,0.022,0.014,0.02,0.029,0.134,0.007,0.005,0.019,0.041,0.013,0.004,0.015,0.004,0.0
LINK010101,2,0.029,0.036,0.396,0.097,0.001,0.034,0.046,0.051,0.015,0.014,0.021,0.053,0.006,0.008,0.009,0.088,0.054,0.002,0.017,0.025,0.0
LINK010101,3,0.039,0.012,0.07,0.522,0.0,0.031,0.102,0.042,0.008,0.003,0.006,0.036,0.002,0.007,0.014,0.047,0.031,0.002,0.011,0.016,0.0
LINK010101,4,0.035,0.012,0.007,0.006,0.757,0.007,0.003,0.012,0.007,0.021,0.031,0.008,0.003,0.009,0.004,0.023,0.023,0.001,0.015,0.019,0.0
LINK010101,5,0.055,0.061,0.031,0.043,0.001,0.395,0.121,0.022,0.022,0.014,0.011,0.092,0.013,0.005,0.013,0.036,0.044,0.004,0.006,0.014,0.0
LINK010101,6,0.056,0.029,0.026,0.091,0.0,0.072,0.474,0.021,0.01,0.009,0.015,0.065,0.008,0.004,0.018,0.029,0.036,0.0,0.016,0.021,0.0
LINK010101,7,0.06,0.023,0.027,0.036,0.001,0.016,0.007,0.691,0.008,0.007,0.017,0.022,0.0,0.001,0.017,0.038,0.015,0.0,0.002,0.012,0.0
LINK010101,8,0.019,0.038,0.041,0.039,0.0,0.044,0.04,0.012,0.572,0.005,0.036,0.044,0.006,0.014,0.011,0.006,0.011,0.001,0.047,0.015,0.0
LINK010101,9,0.024,0.011,0.006,0.003,0.0,0.009,0.01,0.011,0.003,0.464,0.157,0.015,0.028,0.016,0.011,0.008,0.039,0.001,0.009,0.175,0.0
LINK010101,10,0.027,0.011,0.011,0.003,0.007,0.002,0.008,0.006,0.004,0.096,0.603,0.011,0.042,0.039,0.013,0.01,0.017,0.002,0.011,0.077,0.0
LINK010101,11,0.05,0.107,0.034,0.039,0.001,0.057,0.07,0.019,0.013,0.018,0.019,0.411,0.004,0.008,0.022,0.044,0.057,0.002,0.01,0.019,0.0
LINK010101,12,0.02,0.019,0.013,0.005,0.0,0.005,0.023,0.02,0.012,0.092,0.243,0.031,0.337,0.037,0.016,0.017,0.023,0.001,0.014,0.073,0.0
LINK010101,13,0.027,0.005,0.004,0.01,0.003,0.003,0.001,0.01,0.011,0.009,0.088,0.011,0.015,0.605,0.009,0.014,0.023,0.017,0.111,0.024,0.0
LINK010101,14,0.056,0.016,0.004,0.025,0.0,0.013,0.038,0.02,0.01,0.009,0.009,0.024,0.004,0.009,0.688,0.043,0.003,0.0,0.004,0.024,0.0
LINK010101,15,0.104,0.03,0.052,0.033,0.001,0.027,0.043,0.039,0.004,0.02,0.015,0.032,0.004,0.012,0.027,0.408,0.111,0.002,0.017,0.022,0.0
LINK010101,16,0.065,0.016,0.036,0.028,0.0,0.024,0.035,0.012,0.004,0.039,0.032,0.053,0.009,0.018,0.008,0.126,0.424,0.002,0.015,0.056,0.0
LINK010101,17,0.018,0.01,0.014,0.014,0.0,0.014,0.016,0.008,0.005,0.015,0.031,0.018,0.011,0.037,0.0,0.019,0.011,0.688,0.049,0.022,0.0
LINK010101,18,0.027,0.012,0.01,0.018,0.0,0.007,0.011,0.02,0.028,0.004,0.028,0.004,0.01,0.128,0.003,0.021,0.024,0.0,0.635,0.011,0.0
LINK010101,19,0.056,0.004,0.015,0.011,0.007,0.006,0.017,0.007,0.005,0.146,0.112,0.018,0.017,0.022,0.015,0.023,0.048,0.003,0.007,0.463,0.0
LINK010101,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINK010101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,2,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,3,0.0,-2.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,4,-5.0,-16.0,-13.0,-13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,5,1.0,7.0,1.0,1.0,-14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,6,0.0,3.0,1.0,5.0,-20.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,7,1.0,-2.0,1.0,2.0,-15.0,-3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,8,-2.0,2.0,5.0,1.0,-18.0,2.0,0.0,-2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,9,0.0,-7.0,-8.0,-9.0,-3.0,-7.0,-8.0,-3.0,-4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,10,-2.0,-4.0,-7.0,-10.0,-11.0,-10.0,-8.0,-6.0,-4.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,11,0.0,7.0,2.0,0.0,-23.0,4.0,6.0,0.0,1.0,-7.0,-4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,12,-2.0,-8.0,-6.0,-7.0,-9.0,-8.0,-6.0,-7.0,-5.0,10.0,11.0,-4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,13,-1.0,-6.0,-3.0,-6.0,-12.0,-4.0,-10.0,-8.0,-1.0,3.0,3.0,-8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,14,-1.0,-3.0,-1.0,2.0,-18.0,-4.0,-1.0,0.0,-4.0,-3.0,1.0,1.0,-4.0,-4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,15,0.0,2.0,3.0,0.0,-18.0,0.0,0.0,0.0,0.0,-6.0,-4.0,1.0,-7.0,-4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,16,-3.0,0.0,2.0,0.0,-19.0,2.0,3.0,-4.0,0.0,-3.0,-5.0,1.0,-3.0,-2.0,-1.0,5.0,7.0,0.0,0.0,0.0,0.0
BLAJ010101,17,-11.0,-6.0,-9.0,-7.0,-24.0,-12.0,-3.0,-10.0,-9.0,-6.0,2.0,-7.0,-4.0,9.0,-5.0,-7.0,0.0,32.0,0.0,0.0,0.0
BLAJ010101,18,-3.0,-1.0,1.0,-6.0,-1.0,-5.0,-5.0,-10.0,1.0,-2.0,-4.0,-5.0,-3.0,8.0,-8.0,-1.0,3.0,0.0,19.0,0.0,0.0
BLAJ010101,19,0.0,-4.0,-4.0,-10.0,0.0,-2.0,-6.0,-5.0,-6.0,8.0,6.0,-6.0,6.0,1.0,-4.0,-5.0,-1.0,-5.0,-1.0,9.0,0.0
BLAJ010101,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAJ010101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,1,-0.5,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,2,-0.57,0.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,3,-0.73,0.13,1.78,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,4,0.33,-1.3,-2.08,-2.51,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,5,-0.75,0.13,0.33,0.34,-0.83,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,6,-0.12,0.99,-0.16,1.2,-1.97,1.23,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,7,0.27,-0.96,0.79,-1.2,-2.11,-0.12,-0.41,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,8,-1.42,0.54,0.76,-0.01,-1.5,-0.46,-0.62,-0.4,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,9,-0.97,-1.4,-2.43,-2.77,0.13,-1.47,-1.81,-2.93,-1.76,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,10,-0.39,-1.19,-2.1,-2.65,-0.31,-1.49,-2.11,-1.98,-0.93,1.56,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,11,-0.38,1.42,0.83,0.66,-2.19,0.92,1.11,-0.71,0.31,-1.81,-1.96,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,12,-0.04,-0.63,-2.01,-2.58,1.04,-0.13,-1.86,-1.86,-1.04,0.99,1.61,-1.62,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,13,-0.76,-1.4,-2.25,-2.19,1.13,-2.31,-1.61,-2.67,-0.22,0.76,1.23,-2.41,0.8,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,14,-0.53,0.21,-1.1,0.72,-2.19,0.24,-0.26,-0.04,-1.44,-2.0,-1.56,-0.19,-1.09,-0.91,5.45,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,15,0.34,-0.06,0.4,0.71,0.31,1.04,0.31,0.29,-0.74,-1.75,-2.3,-0.06,-1.34,-1.11,-0.29,2.36,0.0,0.0,0.0,0.0,0.0
PRLA000101,16,0.13,-0.15,0.3,-0.75,-0.59,0.6,-0.21,-0.81,-0.52,-0.96,-0.86,-0.1,-1.58,-0.69,0.93,1.2,2.04,0.0,0.0,0.0,0.0
PRLA000101,17,-0.66,-0.04,-2.89,-1.91,-0.76,-0.81,-2.7,-1.21,-1.48,0.25,-0.14,-1.94,0.87,2.29,-5.34,-1.18,-0.57,6.96,0.0,0.0,0.0
PRLA000101,18,-1.25,-0.75,-0.36,-1.21,0.13,-0.61,-1.64,-1.62,-0.12,0.08,0.7,-1.72,-0.41,1.96,-1.98,-1.56,-0.41,2.15,3.95,0.0,0.0
PRLA000101,19,0.02,-1.52,-2.17,-2.02,0.34,-1.38,-1.84,-1.96,-0.35,1.94,0.81,-1.27,0.61,0.51,-1.11,-1.11,0.05,-1.09,0.21,2.05,0.0
PRLA000101,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,1,-2.24,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,2,-1.77,0.24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,3,-2.38,-0.33,4.07,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,4,0.45,-6.29,-6.53,-6.98,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,5,-2.16,-0.74,1.42,1.1,-2.47,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,6,-0.47,2.83,-0.39,2.41,-4.7,3.16,8.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,7,0.63,-3.39,1.16,-3.91,-5.7,-0.24,-1.8,11.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,8,-3.01,0.7,1.77,0.32,-5.95,-2.24,-1.29,-1.24,15.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,9,-1.72,-3.93,-5.78,-6.18,-0.13,-3.26,-5.89,-8.58,-4.44,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,10,-1.09,-2.83,-5.64,-7.41,-0.82,-4.56,-5.62,-6.55,-2.49,3.86,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,11,-1.22,3.89,1.64,1.53,-6.65,3.24,3.08,-1.82,-0.17,-4.82,-5.91,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,12,0.16,-1.43,-4.67,-7.88,3.5,-1.76,-3.94,-5.29,-3.66,2.94,4.32,-5.47,10.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,13,-2.42,-4.36,-6.22,-5.06,1.72,-5.54,-4.44,-7.46,0.25,2.3,3.9,-6.19,2.66,9.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,14,-1.11,1.31,-3.23,0.81,-6.7,1.3,-0.43,-1.79,-3.55,-4.04,-2.88,-1.21,-2.02,-2.96,13.32,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,15,1.27,-0.5,1.54,2.34,1.08,2.59,0.42,0.63,-2.38,-4.67,-6.22,-0.27,-3.92,-5.03,-1.28,6.35,0.0,0.0,0.0,0.0,0.0
PRLA000102,16,0.6,0.34,1.14,-1.36,-1.89,1.08,-0.61,-2.24,-1.14,-3.03,-2.4,-0.37,-5.18,-4.0,2.44,3.09,6.33,0.0,0.0,0.0,0.0
PRLA000102,17,-2.61,1.02,-6.29,-5.63,-3.01,-4.3,-6.28,-4.77,-5.71,-0.26,-0.58,-5.45,4.28,6.49,-11.46,-4.44,-3.55,18.08,0.0,0.0,0.0
PRLA000102,18,-4.22,-1.01,-0.93,-3.85,-0.44,-1.73,-4.5,-4.34,1.17,-0.08,1.81,-4.03,-4.95,5.38,-7.41,-4.17,-2.92,6.79,10.92,0.0,0.0
PRLA000102,19,0.16,-3.8,-5.65,-6.1,1.32,-4.97,-4.23,-5.32,-1.63,5.23,2.28,-3.57,1.18,0.52,-2.31,-2.69,-0.23,-2.13,0.66,5.28,0.0
PRLA000102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLA000102,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOSZ010101,0,15.4,-4.9,-8.1,-10.7,38.6,-7.4,-10.7,-6.0,0.2,23.0,20.9,-10.9,17.8,18.9,-9.3,-1.6,-5.2,17.6,18.9,23.7,0.0
DOSZ010101,1,6.4,-3.1,-5.3,-9.0,23.8,-6.5,-10.0,-8.3,-1.1,12.3,10.4,-7.9,9.6,9.8,-8.8,-2.1,-5.5,8.6,10.8,14.6,0.0
DOSZ010101,2,4.0,-6.1,-3.4,-4.8,23.5,-7.2,-9.2,-7.6,-1.9,8.6,7.1,-10.1,6.2,7.8,-8.7,-1.3,-5.2,6.4,9.5,11.5,0.0
DOSZ010101,3,4.1,-7.2,-2.7,0.2,22.2,-6.5,-6.0,-7.1,-2.7,5.3,4.8,-10.6,4.4,5.7,-8.2,-0.1,-4.9,4.6,8.0,8.1,0.0
DOSZ010101,4,19.2,-6.6,-7.0,-7.4,111.4,-6.3,-12.2,-3.0,11.4,31.0,27.4,-12.3,26.1,35.3,0.2,2.6,1.5,25.9,30.3,31.5,0.0
DOSZ010101,5,6.3,-4.8,-5.3,-6.8,24.0,-6.0,-8.3,-8.4,-1.4,11.2,10.0,-8.9,8.9,9.2,-9.0,-2.8,-6.1,8.3,10.4,13.1,0.0
DOSZ010101,6,5.3,-5.3,-4.5,-3.7,21.3,-5.8,-6.0,-7.7,-1.8,8.7,7.4,-9.1,6.7,7.4,-7.9,-2.3,-5.8,6.8,8.7,10.8,0.0
DOSZ010101,7,7.3,-8.2,-6.9,-8.4,30.7,-9.0,-10.8,1.2,-2.9,7.8,6.0,-11.6,7.1,8.8,-7.1,-1.5,-7.3,8.4,9.8,11.1,0.0
DOSZ010101,8,6.8,-6.0,-6.1,-8.0,30.5,-7.8,-10.7,-7.5,-0.7,14.1,11.8,-10.5,10.5,12.3,-8.2,-2.4,-5.7,9.8,13.2,16.1,0.0
DOSZ010101,9,12.7,-5.6,-11.3,-15.0,39.5,-9.0,-13.5,-12.7,0.6,35.7,29.5,-12.6,22.8,25.3,-8.9,-6.2,-4.7,21.3,24.1,35.5,0.0
DOSZ010101,10,13.0,-5.7,-10.1,-13.3,39.5,-8.2,-12.4,-11.5,0.9,31.9,27.8,-12.3,21.8,23.6,-9.2,-5.1,-5.3,20.1,22.3,31.1,0.0
DOSZ010101,11,5.3,-3.0,-4.4,-7.3,20.3,-5.7,-8.7,-7.3,-1.5,8.5,7.0,-6.7,7.2,7.0,-8.2,-1.7,-5.6,5.8,8.1,10.9,0.0
DOSZ010101,12,11.2,-5.6,-8.8,-11.6,36.3,-7.7,-11.4,-10.3,0.5,25.5,22.4,-11.2,18.8,19.4,-8.7,-4.2,-5.7,17.3,19.0,25.7,0.0
DOSZ010101,13,11.4,-6.5,-9.3,-11.9,39.2,-8.7,-12.5,-9.4,0.4,27.2,23.2,-12.2,18.9,21.5,-8.0,-4.1,-5.3,18.4,21.0,27.5,0.0
DOSZ010101,14,4.9,-7.8,-7.3,-7.5,26.7,-8.5,-10.0,-6.2,-1.2,12.5,9.1,-10.4,8.2,10.1,2.0,-2.1,-5.3,8.9,10.0,14.3,0.0
DOSZ010101,15,7.3,-5.9,-4.3,-4.9,28.2,-7.1,-9.3,-5.3,-1.6,8.8,7.9,-10.0,7.8,8.9,-7.1,3.0,-3.0,7.6,10.5,11.7,0.0
DOSZ010101,16,6.7,-5.4,-5.2,-7.0,27.1,-7.3,-10.1,-8.0,-1.5,13.6,10.9,-10.1,9.3,11.0,-7.3,0.8,-2.6,9.0,12.3,16.2,0.0
DOSZ010101,17,9.9,-6.9,-8.8,-10.7,37.4,-8.6,-11.7,-9.0,-0.3,23.2,19.7,-12.1,16.2,18.4,-7.4,-3.8,-5.5,17.0,19.1,23.8,0.0
DOSZ010101,18,10.2,-6.5,-8.6,-10.7,37.4,-8.4,-11.6,-8.8,-0.0,23.7,19.9,-11.7,16.6,19.1,-7.7,-3.9,-5.3,16.9,19.8,24.6,0.0
DOSZ010101,19,13.4,-5.4,-10.7,-14.8,41.3,-8.6,-13.4,-11.4,1.0,35.9,29.2,-12.6,23.0,26.0,-8.4,-5.5,-3.9,22.1,25.1,36.7,0.0
DOSZ010101,20,14.8,-7.1,-10.4,-13.9,48.4,-9.3,-13.4,-8.9,1.0,30.8,27.0,-13.5,23.1,25.1,-10.1,-3.1,-4.6,21.6,24.9,31.8,0.0
DOSZ010101,21,24.8,-4.6,-3.2,-1.4,166.7,-1.7,-10.1,4.6,20.6,31.6,28.3,-9.3,29.4,44.3,10.4,8.8,7.5,30.9,36.2,32.3,0.0
DOSZ010102,0,0.56,-5.1,-7.0,-7.73,0.83,-5.75,-6.26,-4.0,-5.12,-1.42,-0.71,-6.17,-1.44,-1.9,-7.45,-5.11,-6.13,-1.22,-2.38,-2.26,0.0
DOSZ010102,1,-4.35,0.78,-0.16,-1.92,-9.95,-0.76,-1.47,-2.26,-2.33,-8.02,-7.13,0.93,-5.59,-6.89,-2.89,-1.52,-2.29,-6.2,-6.44,-7.3,0.0
DOSZ010102,2,-5.77,-1.19,2.69,3.2,-9.21,-0.47,0.31,-0.51,-2.2,-10.75,-9.48,-0.26,-8.0,-7.97,-1.81,0.24,-1.08,-7.43,-6.7,-9.36,0.0
DOSZ010102,3,-5.3,-1.93,3.82,8.58,-10.18,0.63,3.96,0.39,-2.59,-13.72,-11.35,-0.39,-9.45,-9.67,-0.94,1.79,-0.32,-8.82,-7.82,-12.42,0.0
DOSZ010102,4,-1.72,-8.93,-11.04,-12.59,8.91,-9.31,-10.67,-8.6,-5.98,4.64,3.68,-10.42,2.17,2.61,-10.05,-8.27,-7.21,1.05,1.86,4.11,0.0
DOSZ010102,5,-4.22,-0.66,0.14,0.51,-9.5,-0.05,0.5,-2.03,-2.34,-8.94,-7.32,0.13,-6.0,-7.28,-2.89,-1.96,-2.68,-6.16,-6.52,-8.49,0.0
DOSZ010102,6,-4.66,-0.6,1.4,4.09,-11.62,0.74,3.35,-0.89,-2.27,-10.89,-9.31,0.49,-7.69,-8.51,-1.29,-1.0,-1.81,-7.23,-7.74,-10.31,0.0
DOSZ010102,7,-2.72,-3.58,-1.07,-0.67,-2.34,-2.6,-1.59,7.98,-3.42,-11.8,-10.82,-2.1,-7.33,-7.17,-0.52,-0.24,-3.37,-5.61,-6.74,-10.01,0.0
DOSZ010102,8,-4.62,-2.7,-1.65,-1.56,-3.85,-2.73,-2.77,-2.09,-2.55,-6.88,-6.34,-2.36,-5.32,-5.02,-2.94,-2.48,-3.13,-5.59,-4.71,-6.44,0.0
DOSZ010102,9,-3.54,-7.1,-11.57,-13.36,0.31,-8.69,-10.38,-12.05,-6.06,9.92,6.53,-9.26,2.19,3.12,-8.48,-11.11,-6.99,1.12,1.5,8.16,0.0
DOSZ010102,10,-2.74,-6.81,-9.98,-11.26,0.73,-7.44,-8.85,-10.47,-5.34,6.58,5.26,-8.48,1.62,1.91,-8.38,-9.58,-7.08,0.3,0.07,4.19,0.0
DOSZ010102,11,-4.52,1.87,1.66,0.73,-12.46,0.93,0.77,-0.31,-1.81,-10.93,-9.6,3.01,-7.07,-8.79,-1.43,-0.17,-1.43,-8.02,-8.13,-10.05,0.0
DOSZ010102,12,-3.19,-5.33,-7.25,-8.13,-1.06,-5.56,-6.49,-7.84,-4.34,1.59,1.24,-5.99,-0.02,-0.91,-6.45,-7.27,-6.08,-1.1,-1.77,0.2,0.0
DOSZ010102,13,-3.42,-6.69,-8.26,-8.93,1.34,-7.06,-8.01,-7.42,-4.96,2.74,1.57,-7.53,-0.35,0.74,-6.23,-7.68,-6.23,-0.5,-0.36,1.52,0.0
DOSZ010102,14,-5.95,-3.94,-2.26,-0.52,-7.12,-2.87,-1.51,-0.2,-2.55,-7.9,-8.52,-1.66,-7.1,-6.65,7.75,-1.58,-2.2,-5.96,-7.3,-7.69,0.0
DOSZ010102,15,-3.67,-2.18,0.63,1.9,-5.8,-1.63,-0.97,0.58,-3.1,-11.75,-9.84,-1.38,-7.62,-8.02,-1.44,3.35,-0.07,-7.36,-6.95,-10.43,0.0
DOSZ010102,16,-4.77,-2.16,-0.75,-0.62,-7.27,-2.26,-2.25,-2.58,-3.43,-7.48,-7.34,-1.98,-6.61,-6.42,-2.08,0.71,-0.11,-6.41,-5.58,-6.35,0.0
DOSZ010102,17,-3.91,-6.07,-6.74,-6.7,0.6,-5.95,-6.26,-5.99,-4.57,-0.27,-0.92,-6.32,-2.01,-1.37,-4.55,-6.28,-5.42,-0.78,-1.14,-1.09,0.0
DOSZ010102,18,-3.88,-5.94,-6.73,-6.96,0.33,-5.99,-6.32,-6.07,-4.56,0.05,-0.99,-6.2,-1.9,-0.88,-5.16,-6.67,-5.43,-1.14,-0.77,-0.54,0.0
DOSZ010102,19,-3.35,-7.47,-11.62,-13.79,1.58,-8.92,-10.84,-11.38,-6.24,9.49,5.63,-9.8,1.76,3.32,-8.51,-10.91,-6.7,1.31,1.87,8.82,0.0
DOSZ010102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOSZ010102,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
